
,,Sales Person,Geography,Product,Date,Sales,Boxes
,,Dotty Strutley,New Zealand   ,70% Dark Bites,11/28/2023,2259,70
,,Beverie Moffet,India ,Manuka Honey Choco,04/04/2023,2472.75,28
,,Van Tuxwell,New Zealand ,Eclairs,08/21/2023,4369.5,233
,,Kaine Padly,New Zealand  ,Spicy Special Slims,04/19/2023,7994.25,122
,,Dennison Crosswaite,USA ,Fruit & Nut Bars,06/14/2023,3096,1405
,,Van Tuxwell,UK ,Drinking Coco,03/31/2023,5161.5,288
,,Kaine Padly,Canada   ,Manuka Honey Choco,11/24/2023,8151.75,37
,,Karlen McCaffrey,India  ,Eclairs,08/30/2023,1352.25,92
,,Oby Sorrel,Australia   ,50% Dark Bites,06/22/2023,7571.25,951
,,Roddy Speechley,Australia ,Smooth Silky Salty,10/09/2023,6970.5,182
,,Van Tuxwell,Canada  ,Peanut Butter Cubes,04/13/2023,5753.25,269
,,Curtice Advani,India,50% Dark Bites,01/01/2024,2571.75,1271
,,Dennison Crosswaite,India   ,Peanut Butter Cubes,08/04/2023,11594.25,422
,,Husein Augar,India   ,After Nines,06/12/2023,8266.5,732
,,Curtice Advani,Canada ,Mint Chip Choco,08/03/2023,427.5,266
,,Camilla Castle,UK  ,99% Dark & Pure,12/18/2023,3010.5,327
,,Marney O'Breen,Australia,Choco Coated Almonds,03/09/2023,6381,174
,,Karlen McCaffrey,USA  ,After Nines,09/25/2023,4036.5,105
,,Barr Faughny,Australia   ,Fruit & Nut Bars,10/05/2023,978.75,1211
,,Jan Morforth,UK,Milk Bars,12/06/2023,4018.5,223
,,Gigi Bohling,USA  ,85% Dark Bars,02/13/2023,6729.75,247
,,Ches Bonnell,New Zealand ,85% Dark Bars,09/14/2023,398.25,108
,,Dennison Crosswaite,Australia ,Smooth Silky Salty,11/13/2023,522,361
,,Rafaelita Blaksland,New Zealand ,Milk Bars,06/27/2023,1428.75,129
,,Wilone O'Kielt,UK,Spicy Special Slims,02/07/2024,8898.75,423
,,Dotty Strutley,UK ,Drinking Coco,11/15/2023,5730.75,1051
,,Curtice Advani,USA  ,Organic Choco Syrup,06/23/2023,2310.75,347
,,Karlen McCaffrey,India ,Fruit & Nut Bars,01/17/2024,3044.25,273
,,Gigi Bohling,India ,After Nines,12/13/2023,956.25,163
,,Curtice Advani,USA,Caramel Stuffed Bars,09/19/2023,10221.75,322
,,Marney O'Breen,New Zealand,85% Dark Bars,01/26/2024,5125.5,358
,,Husein Augar,India,Organic Choco Syrup,08/14/2023,19856.25,326
,,Jan Morforth,Australia ,Organic Choco Syrup,10/23/2023,4587.75,81
,,Andria Kimpton,Canada ,Eclairs,03/15/2023,3021.75,620
,,Gigi Bohling,India   ,70% Dark Bites,10/26/2023,319.5,566
,,Curtice Advani,Australia,Organic Choco Syrup,03/10/2023,8574.75,180
,,Andria Kimpton,Canada  ,Caramel Stuffed Bars,09/27/2023,382.5,452
,,Gigi Bohling,UK   ,Drinking Coco,11/27/2023,6072.75,97
,,Jehu Rudeforth,Canada  ,Almond Choco,03/09/2023,10329.75,801
,,Camilla Castle,Australia   ,Eclairs,02/28/2024,1761.75,85
,,Kelci Walkden,New Zealand,Milk Bars,11/14/2023,544.5,233
,,Gunar Cockshoot,India,Manuka Honey Choco,09/07/2023,8910,67
,,Wilone O'Kielt,New Zealand ,70% Dark Bites,06/15/2023,1824.75,614
,,Kaine Padly,UK  ,Baker's Choco Chips,02/20/2023,1669.5,7
,,Husein Augar,USA,White Choc,10/13/2023,6752.25,157
,,Rafaelita Blaksland,USA   ,Almond Choco,04/17/2023,3717,422
,,Kelci Walkden,Canada   ,Almond Choco,08/21/2023,6660,287
,,Mallorie Waber,India  ,Organic Choco Syrup,09/20/2023,5550.75,531
,,Madelene Upcott,USA  ,Fruit & Nut Bars,03/09/2023,12784.5,138
,,Beverie Moffet,USA   ,Organic Choco Syrup,01/09/2024,6862.5,1271
,,Wilone O'Kielt,Australia   ,Choco Coated Almonds,05/23/2023,4891.5,567
,,Gunar Cockshoot,Canada,Baker's Choco Chips,03/29/2023,6759,476
,,Dennison Crosswaite,UK  ,Smooth Silky Salty,03/28/2023,909,912
,,Van Tuxwell,New Zealand ,Milk Bars,10/13/2023,411.75,137
,,Curtice Advani,New Zealand,Spicy Special Slims,01/11/2024,7717.5,313
,,Roddy Speechley,New Zealand ,After Nines,05/03/2023,7503.75,321
,,Camilla Castle,Australia ,Spicy Special Slims,10/04/2023,3046.5,305
,,Karlen McCaffrey,Canada ,Almond Choco,04/04/2023,6867,131
,,Gigi Bohling,India ,Caramel Stuffed Bars,07/04/2023,2803.5,1035
,,Barr Faughny,Australia,Milk Bars,01/08/2024,5467.5,145
,,Curtice Advani,India  ,Peanut Butter Cubes,11/01/2023,1496.25,397
,,Kaine Padly,New Zealand   ,85% Dark Bars,12/28/2023,3010.5,173
,,Madelene Upcott,Canada   ,Spicy Special Slims,12/25/2023,9515.25,425
,,Ches Bonnell,Australia  ,50% Dark Bites,04/18/2023,4050,379
,,Madelene Upcott,Canada,Orange Choco,08/22/2023,4846.5,413
,,Jan Morforth,Canada ,85% Dark Bars,01/04/2024,3183.75,429
,,Dennison Crosswaite,Australia,70% Dark Bites,11/13/2023,807.75,101
,,Beverie Moffet,Australia,White Choc,03/28/2023,3885.75,154
,,Gunar Cockshoot,New Zealand,Baker's Choco Chips,09/26/2023,8460,273
,,Camilla Castle,India  ,Almond Choco,03/27/2023,15723,254
,,Roddy Speechley,UK,50% Dark Bites,02/16/2024,1073.25,922
,,Husein Augar,India   ,85% Dark Bars,02/23/2023,3291.75,168
,,Kelci Walkden,Canada   ,Drinking Coco,11/23/2023,3627,321
,,Oby Sorrel,USA  ,Mint Chip Choco,03/27/2023,1737,697
,,Dennison Crosswaite,India ,Manuka Honey Choco,10/27/2023,1001.25,203
,,Wilone O'Kielt,UK,Peanut Butter Cubes,08/09/2023,5130,780
,,Curtice Advani,Canada  ,Manuka Honey Choco,05/05/2023,18002.25,315
,,Van Tuxwell,India   ,Raspberry Choco,09/07/2023,7679.25,1295
,,Roddy Speechley,USA   ,70% Dark Bites,10/30/2023,10613.25,881
,,Gunar Cockshoot,Canada ,50% Dark Bites,07/19/2023,6579,620
,,Curtice Advani,Australia ,85% Dark Bars,08/23/2023,193.5,272
,,Brien Boise,Canada ,Orange Choco,07/27/2023,15248.25,942
,,Kaine Padly,New Zealand ,Almond Choco,05/04/2023,7062.75,786
,,Wilone O'Kielt,India  ,70% Dark Bites,07/11/2023,3665.25,140
,,Beverie Moffet,New Zealand ,Organic Choco Syrup,02/06/2023,19419.75,200
,,Madelene Upcott,Australia  ,Drinking Coco,03/09/2023,6860.25,208
,,Marney O'Breen,Canada ,Raspberry Choco,05/12/2023,353.25,80
,,Gigi Bohling,UK ,Milk Bars,05/10/2023,6012,248
,,Karlen McCaffrey,UK ,85% Dark Bars,02/15/2024,2877.75,381
,,Kaine Padly,USA ,85% Dark Bars,09/14/2023,6099.75,288
,,Kelci Walkden,India ,Almond Choco,01/24/2024,8520.75,254
,,Jehu Rudeforth,New Zealand   ,70% Dark Bites,03/06/2023,1467,127
,,Karlen McCaffrey,New Zealand   ,Eclairs,05/16/2023,9963,71
,,Rafaelita Blaksland,USA,Smooth Silky Salty,12/21/2023,10104.75,812
,,Madelene Upcott,Australia ,White Choc,07/27/2023,6504.75,85
,,Andria Kimpton,Australia  ,Mint Chip Choco,05/24/2023,2405.25,235
,,Andria Kimpton,Canada  ,Orange Choco,02/17/2023,886.5,331
,,Curtice Advani,USA  ,Drinking Coco,06/27/2023,3723.75,556
,,Karlen McCaffrey,Canada,White Choc,10/25/2023,5091.75,1302
,,Karlen McCaffrey,USA   ,Caramel Stuffed Bars,04/07/2023,13209.75,528
,,Jehu Rudeforth,India  ,Smooth Silky Salty,02/07/2023,6752.25,631
,,Kelci Walkden,Australia  ,Choco Coated Almonds,05/19/2023,5438.25,39
,,Brien Boise,Australia  ,Mint Chip Choco,02/08/2023,5127.75,339
,,Jan Morforth,Australia ,Smooth Silky Salty,02/10/2023,2540.25,383
,,Dennison Crosswaite,Canada ,Baker's Choco Chips,01/29/2024,2178,41
,,Karlen McCaffrey,New Zealand   ,85% Dark Bars,11/27/2023,5897.25,442
,,Kelci Walkden,Canada  ,Mint Chip Choco,03/13/2023,4900.5,419
,,Camilla Castle,UK   ,Organic Choco Syrup,12/25/2023,4257,581
,,Rafaelita Blaksland,UK,Baker's Choco Chips,03/13/2023,4117.5,193
,,Andria Kimpton,USA  ,Orange Choco,10/25/2023,3993.75,290
,,Roddy Speechley,UK ,Caramel Stuffed Bars,02/16/2023,1471.5,91
,,Rafaelita Blaksland,USA,Raspberry Choco,09/25/2023,3269.25,336
,,Curtice Advani,Canada  ,Almond Choco,10/06/2023,7465.5,212
,,Kelci Walkden,Australia,Fruit & Nut Bars,07/21/2023,10680.75,872
,,Madelene Upcott,New Zealand   ,85% Dark Bars,09/20/2023,2679.75,228
,,Mallorie Waber,Australia ,Caramel Stuffed Bars,09/04/2023,2335.5,783
,,Beverie Moffet,UK,Peanut Butter Cubes,10/06/2023,4716,390
,,Camilla Castle,India,99% Dark & Pure,04/25/2023,1023.75,175
,,Rafaelita Blaksland,UK  ,Drinking Coco,11/20/2023,6939,569
,,Husein Augar,UK ,Spicy Special Slims,10/24/2023,7114.5,260
,,Camilla Castle,New Zealand ,Mint Chip Choco,12/14/2023,2371.5,107
,,Dotty Strutley,India ,99% Dark & Pure,03/21/2023,2889,120
,,Brien Boise,Canada  ,After Nines,09/01/2023,6716.25,691
,,Mallorie Waber,UK ,85% Dark Bars,09/15/2023,627.75,332
,,Jehu Rudeforth,India   ,Organic Choco Syrup,09/18/2023,6689.25,257
,,Rafaelita Blaksland,India ,White Choc,06/05/2023,2295,164
,,Wilone O'Kielt,USA ,Fruit & Nut Bars,09/29/2023,2151,73
,,Kaine Padly,Australia,Mint Chip Choco,04/25/2023,3226.5,6
,,Mallorie Waber,Canada  ,Raspberry Choco,04/18/2023,312.75,602
,,Curtice Advani,UK  ,Organic Choco Syrup,07/31/2023,2405.25,377
,,Dotty Strutley,USA,Caramel Stuffed Bars,11/01/2023,8403.75,639
,,Jan Morforth,India ,Mint Chip Choco,06/12/2023,8043.75,134
,,Brien Boise,USA  ,Caramel Stuffed Bars,01/09/2024,3303,51
,,Gigi Bohling,Canada ,Smooth Silky Salty,11/02/2023,5638.5,994
,,Roddy Speechley,UK   ,Orange Choco,04/12/2023,15633,106
,,Mallorie Waber,New Zealand   ,99% Dark & Pure,10/05/2023,8435.25,27
,,Jan Morforth,Canada ,Smooth Silky Salty,08/08/2023,425.25,13
,,Brien Boise,New Zealand  ,Peanut Butter Cubes,12/05/2023,4270.5,714
,,Brien Boise,UK  ,99% Dark & Pure,02/01/2023,11594.25,249
,,Roddy Speechley,Canada  ,Drinking Coco,07/28/2023,4421.25,1130
,,Karlen McCaffrey,India,Peanut Butter Cubes,01/15/2024,6453,82
,,Curtice Advani,USA ,Fruit & Nut Bars,11/28/2023,14238,1738
,,Barr Faughny,India  ,Almond Choco,07/05/2023,4767.75,198
,,Beverie Moffet,Canada   ,Peanut Butter Cubes,04/18/2023,4558.5,149
,,Jehu Rudeforth,Australia   ,Peanut Butter Cubes,03/14/2023,3829.5,52
,,Jehu Rudeforth,USA  ,Almond Choco,04/24/2023,2940.75,826
,,Mallorie Waber,USA   ,Peanut Butter Cubes,03/23/2023,3903.75,286
,,Barr Faughny,USA ,Drinking Coco,11/16/2023,7339.5,140
,,Beverie Moffet,UK,Caramel Stuffed Bars,02/21/2023,1345.5,243
,,Mallorie Waber,USA ,Smooth Silky Salty,07/11/2023,9591.75,95
,,Rafaelita Blaksland,New Zealand   ,Baker's Choco Chips,07/17/2023,9094.5,62
,,Barr Faughny,UK   ,Manuka Honey Choco,09/21/2023,14748.75,214
,,Madelene Upcott,New Zealand  ,Fruit & Nut Bars,01/23/2024,10786.5,277
,,Curtice Advani,New Zealand   ,Fruit & Nut Bars,02/22/2024,8552.25,1407
,,Dotty Strutley,Australia,Orange Choco,02/01/2023,4164.75,150
,,Kelci Walkden,USA,Peanut Butter Cubes,12/25/2023,6088.5,885
,,Dotty Strutley,USA ,70% Dark Bites,05/25/2023,945,47
,,Jan Morforth,UK ,Fruit & Nut Bars,04/06/2023,6682.5,353
,,Van Tuxwell,New Zealand   ,Smooth Silky Salty,07/07/2023,2171.25,440
,,Madelene Upcott,UK,Spicy Special Slims,08/24/2023,6691.5,275
,,Kaine Padly,India  ,After Nines,07/17/2023,2972.25,63
,,Oby Sorrel,Canada   ,Mint Chip Choco,03/10/2023,6590.25,209
,,Madelene Upcott,India  ,Manuka Honey Choco,09/13/2023,10179,361
,,Curtice Advani,New Zealand,After Nines,06/05/2023,6858,202
,,Andria Kimpton,New Zealand   ,Organic Choco Syrup,12/05/2023,1039.5,635
,,Kaine Padly,USA ,Drinking Coco,02/13/2023,5550.75,585
,,Gigi Bohling,UK,Fruit & Nut Bars,05/25/2023,6286.5,648
,,Kaine Padly,New Zealand ,50% Dark Bites,04/06/2023,5112,705
,,Oby Sorrel,Canada   ,Manuka Honey Choco,03/16/2023,4680,5
,,Gigi Bohling,India   ,Milk Bars,07/10/2023,2594.25,240
,,Ches Bonnell,India,85% Dark Bars,03/03/2023,3982.5,349
,,Husein Augar,Australia,Caramel Stuffed Bars,10/11/2023,10653.75,340
,,Brien Boise,USA,Fruit & Nut Bars,04/19/2023,5105.25,77
,,Rafaelita Blaksland,USA,Organic Choco Syrup,09/01/2023,10109.25,48
,,Madelene Upcott,Canada,Baker's Choco Chips,01/09/2024,456.75,241
,,Van Tuxwell,Australia,Milk Bars,02/21/2024,8221.5,86
,,Gigi Bohling,India,50% Dark Bites,08/21/2023,16224.75,61
,,Van Tuxwell,India   ,Manuka Honey Choco,10/24/2023,7179.75,170
,,Jan Morforth,USA,After Nines,12/07/2023,6088.5,97
,,Gigi Bohling,USA ,70% Dark Bites,11/14/2023,996.75,70
,,Jan Morforth,New Zealand,Spicy Special Slims,03/28/2023,6399,403
,,Kaine Padly,India  ,Smooth Silky Salty,09/07/2023,1741.5,287
,,Dennison Crosswaite,UK,Drinking Coco,08/16/2023,5989.5,406
,,Ches Bonnell,USA,Choco Coated Almonds,07/25/2023,4675.5,7
,,Dotty Strutley,UK ,Orange Choco,02/08/2023,11502,509
,,Dennison Crosswaite,Canada,Caramel Stuffed Bars,05/18/2023,3816,19
,,Jehu Rudeforth,USA   ,Spicy Special Slims,12/12/2023,1473.75,340
,,Dennison Crosswaite,Canada ,50% Dark Bites,07/04/2023,2112.75,448
,,Curtice Advani,New Zealand   ,70% Dark Bites,05/01/2023,8579.25,129
,,Mallorie Waber,Canada  ,After Nines,02/28/2024,7427.25,118
,,Curtice Advani,USA   ,Spicy Special Slims,07/14/2023,2371.5,254
,,Andria Kimpton,Canada  ,Manuka Honey Choco,04/20/2023,4050,238
,,Husein Augar,India   ,70% Dark Bites,08/09/2023,8752.5,537
,,Brien Boise,India ,Drinking Coco,12/13/2023,5989.5,492
,,Curtice Advani,India   ,99% Dark & Pure,11/15/2023,7485.75,319
,,Madelene Upcott,Australia,After Nines,10/31/2023,12273.75,4
,,Oby Sorrel,UK   ,Orange Choco,08/22/2023,4657.5,372
,,Brien Boise,India ,Fruit & Nut Bars,03/14/2023,9425.25,373
,,Wilone O'Kielt,New Zealand  ,Smooth Silky Salty,04/03/2023,2601,346
,,Oby Sorrel,USA ,After Nines,07/10/2023,7481.25,479
,,Marney O'Breen,USA,50% Dark Bites,07/07/2023,9805.5,289
,,Roddy Speechley,Australia   ,70% Dark Bites,01/03/2024,5202,326
,,Kelci Walkden,New Zealand   ,Almond Choco,02/27/2024,11263.5,110
,,Rafaelita Blaksland,India  ,50% Dark Bites,12/04/2023,497.25,1153
,,Curtice Advani,UK   ,Orange Choco,04/25/2023,4182.75,700
,,Gunar Cockshoot,Canada   ,85% Dark Bars,02/29/2024,2142,204
,,Barr Faughny,Australia,Orange Choco,06/29/2023,7143.75,110
,,Kelci Walkden,UK  ,Drinking Coco,02/19/2024,5703.75,166
,,Roddy Speechley,Australia,99% Dark & Pure,10/25/2023,6837.75,595
,,Rafaelita Blaksland,Canada,Smooth Silky Salty,08/03/2023,6743.25,359
,,Marney O'Breen,Australia ,99% Dark & Pure,08/10/2023,8759.25,216
,,Madelene Upcott,USA   ,Manuka Honey Choco,11/14/2023,4423.5,233
,,Curtice Advani,New Zealand,50% Dark Bites,12/04/2023,9184.5,2233
,,Dennison Crosswaite,Canada   ,99% Dark & Pure,11/02/2023,1089,116
,,Beverie Moffet,Canada   ,70% Dark Bites,11/27/2023,3561.75,160
,,Gigi Bohling,USA,Baker's Choco Chips,11/21/2023,711,182
,,Barr Faughny,USA  ,Raspberry Choco,09/15/2023,12199.5,343
,,Wilone O'Kielt,Canada,Peanut Butter Cubes,08/10/2023,5697,84
,,Jan Morforth,UK  ,Almond Choco,06/15/2023,675,89
,,Karlen McCaffrey,Australia  ,Baker's Choco Chips,07/14/2023,13376.25,68
,,Wilone O'Kielt,USA,Peanut Butter Cubes,02/20/2024,8588.25,35
,,Dennison Crosswaite,Canada,White Choc,09/15/2023,4425.75,354
,,Marney O'Breen,Canada ,Fruit & Nut Bars,02/21/2024,8379,423
,,Rafaelita Blaksland,Canada ,Caramel Stuffed Bars,05/02/2023,6714,150
,,Ches Bonnell,UK   ,Milk Bars,07/21/2023,4297.5,379
,,Brien Boise,UK  ,Peanut Butter Cubes,12/01/2023,3368.25,439
,,Kelci Walkden,New Zealand ,Baker's Choco Chips,02/24/2023,5746.5,267
,,Jan Morforth,Australia  ,After Nines,03/23/2023,11371.5,647
,,Wilone O'Kielt,New Zealand   ,85% Dark Bars,01/17/2024,2189.25,71
,,Dennison Crosswaite,New Zealand  ,Eclairs,02/06/2023,5926.5,292
,,Gigi Bohling,Australia ,Milk Bars,09/19/2023,7506,166
,,Jan Morforth,Canada  ,Orange Choco,12/04/2023,13047.75,51
,,Rafaelita Blaksland,UK,Orange Choco,11/16/2023,501.75,11
,,Van Tuxwell,India ,Smooth Silky Salty,10/02/2023,4029.75,381
,,Mallorie Waber,UK,70% Dark Bites,03/31/2023,4628.25,293
,,Oby Sorrel,Canada   ,Almond Choco,02/23/2024,10694.25,182
,,Brien Boise,USA,White Choc,12/05/2023,900,617
,,Jehu Rudeforth,India ,70% Dark Bites,11/27/2023,4137.75,310
,,Camilla Castle,Australia ,Raspberry Choco,04/14/2023,10887.75,661
,,Dotty Strutley,USA,Spicy Special Slims,09/28/2023,12829.5,66
,,Van Tuxwell,Canada  ,Raspberry Choco,02/22/2024,6030,1316
,,Barr Faughny,Australia  ,Smooth Silky Salty,10/17/2023,2171.25,112
,,Rafaelita Blaksland,UK  ,Milk Bars,03/13/2023,10984.5,45
,,Jehu Rudeforth,New Zealand ,Peanut Butter Cubes,01/12/2024,9432,771
,,Roddy Speechley,Canada,85% Dark Bars,02/07/2024,7269.75,150
,,Madelene Upcott,Australia ,Almond Choco,07/17/2023,4902.75,421
,,Gunar Cockshoot,Canada,Mint Chip Choco,09/01/2023,1289.25,107
,,Rafaelita Blaksland,Australia,Orange Choco,10/19/2023,2823.75,797
,,Gigi Bohling,India,99% Dark & Pure,02/21/2024,10147.5,28
,,Marney O'Breen,Canada ,Peanut Butter Cubes,01/02/2024,10102.5,501
,,Camilla Castle,Canada,Eclairs,02/17/2023,8928,231
,,Karlen McCaffrey,India  ,50% Dark Bites,01/03/2024,3071.25,263
,,Mallorie Waber,India,Fruit & Nut Bars,02/09/2023,4707,521
,,Jehu Rudeforth,Australia,Orange Choco,08/01/2023,13936.5,250
,,Oby Sorrel,UK  ,Spicy Special Slims,04/11/2023,2623.5,175
,,Brien Boise,Canada ,Spicy Special Slims,03/07/2023,4720.5,93
,,Mallorie Waber,Canada ,Milk Bars,06/29/2023,10244.25,31
,,Camilla Castle,India ,Smooth Silky Salty,05/23/2023,7944.75,696
,,Husein Augar,India ,Manuka Honey Choco,10/05/2023,14982.75,312
,,Gigi Bohling,India  ,Spicy Special Slims,01/12/2024,4196.25,110
,,Marney O'Breen,USA,Milk Bars,03/16/2023,78.75,236
,,Camilla Castle,Canada ,Mint Chip Choco,02/21/2023,3899.25,11
,,Kaine Padly,Australia,Orange Choco,01/23/2024,15709.5,243
,,Oby Sorrel,India,85% Dark Bars,07/12/2023,9821.25,167
,,Kaine Padly,USA,Milk Bars,08/09/2023,5181.75,134
,,Roddy Speechley,UK ,Almond Choco,08/10/2023,3350.25,256
,,Brien Boise,New Zealand ,50% Dark Bites,08/22/2023,5094,329
,,Karlen McCaffrey,India,Orange Choco,04/17/2023,9612,328
,,Karlen McCaffrey,USA  ,Peanut Butter Cubes,06/07/2023,7470,860
,,Karlen McCaffrey,New Zealand ,Fruit & Nut Bars,05/15/2023,5665.5,104
,,Karlen McCaffrey,New Zealand ,Choco Coated Almonds,06/29/2023,9114.75,218
,,Husein Augar,Canada,Baker's Choco Chips,01/19/2024,9731.25,28
,,Dotty Strutley,Canada ,70% Dark Bites,02/02/2023,7170.75,13
,,Dennison Crosswaite,Australia   ,Organic Choco Syrup,05/02/2023,6322.5,74
,,Barr Faughny,Australia,Manuka Honey Choco,01/10/2024,3393,78
,,Dotty Strutley,Australia,Choco Coated Almonds,09/29/2023,5289.75,153
,,Wilone O'Kielt,USA  ,Organic Choco Syrup,10/24/2023,8016.75,415
,,Van Tuxwell,Canada  ,Choco Coated Almonds,05/23/2023,4173.75,801
,,Roddy Speechley,UK ,Drinking Coco,08/22/2023,2848.5,498
,,Madelene Upcott,New Zealand  ,Spicy Special Slims,05/12/2023,4000.5,180
,,Jan Morforth,New Zealand  ,Fruit & Nut Bars,02/27/2023,4653,961
,,Gigi Bohling,UK ,Caramel Stuffed Bars,04/17/2023,12395.25,439
,,Camilla Castle,USA  ,Eclairs,12/04/2023,9571.5,87
,,Kelci Walkden,New Zealand ,50% Dark Bites,10/30/2023,4812.75,1161
,,Gunar Cockshoot,USA   ,After Nines,09/25/2023,6048,168
,,Curtice Advani,Canada,Milk Bars,04/04/2023,2351.25,131
,,Rafaelita Blaksland,Australia   ,Almond Choco,10/25/2023,4745.25,432
,,Roddy Speechley,Australia  ,Peanut Butter Cubes,11/29/2023,5602.5,387
,,Dennison Crosswaite,USA ,70% Dark Bites,07/13/2023,3991.5,497
,,Madelene Upcott,USA  ,Organic Choco Syrup,01/16/2024,1869.75,121
,,Ches Bonnell,UK  ,Eclairs,09/28/2023,1782,23
,,Camilla Castle,Australia,Organic Choco Syrup,07/11/2023,1674,303
,,Dotty Strutley,New Zealand  ,Peanut Butter Cubes,10/02/2023,5553,275
,,Dotty Strutley,New Zealand,Organic Choco Syrup,08/10/2023,11691,7
,,Husein Augar,New Zealand ,Choco Coated Almonds,03/09/2023,9452.25,588
,,Barr Faughny,India  ,Fruit & Nut Bars,07/06/2023,7600.5,1471
,,Husein Augar,Australia ,After Nines,10/02/2023,3645,46
,,Wilone O'Kielt,India ,Fruit & Nut Bars,09/29/2023,2058.75,1039
,,Camilla Castle,New Zealand  ,Peanut Butter Cubes,04/13/2023,4918.5,670
,,Brien Boise,Australia  ,Smooth Silky Salty,05/01/2023,4329,626
,,Curtice Advani,New Zealand,99% Dark & Pure,06/23/2023,11972.25,203
,,Oby Sorrel,Canada ,Raspberry Choco,01/16/2024,3516.75,22
,,Barr Faughny,UK,Spicy Special Slims,12/22/2023,12735,201
,,Jehu Rudeforth,Canada,Drinking Coco,02/09/2023,3593.25,694
,,Van Tuxwell,Australia  ,70% Dark Bites,07/21/2023,4959,117
,,Marney O'Breen,Canada  ,Baker's Choco Chips,06/16/2023,5087.25,365
,,Oby Sorrel,Canada,Eclairs,03/20/2023,1305,448
,,Beverie Moffet,Canada  ,Smooth Silky Salty,10/19/2023,4513.5,34
,,Wilone O'Kielt,India,99% Dark & Pure,09/07/2023,13785.75,52
,,Jan Morforth,New Zealand,Drinking Coco,12/04/2023,2547,169
,,Gunar Cockshoot,Canada   ,Smooth Silky Salty,08/14/2023,7789.5,410
,,Oby Sorrel,Australia  ,Manuka Honey Choco,05/25/2023,5631.75,136
,,Curtice Advani,UK   ,99% Dark & Pure,02/03/2023,9492.75,82
,,Camilla Castle,UK   ,Choco Coated Almonds,09/08/2023,7438.5,82
,,Brien Boise,Canada   ,Smooth Silky Salty,12/01/2023,7341.75,425
,,Rafaelita Blaksland,Canada   ,Orange Choco,04/06/2023,1642.5,756
,,Dennison Crosswaite,USA   ,Raspberry Choco,04/07/2023,6574.5,189
,,Rafaelita Blaksland,Canada   ,White Choc,07/11/2023,5679,341
,,Beverie Moffet,New Zealand   ,99% Dark & Pure,03/20/2023,8163,405
,,Curtice Advani,UK  ,85% Dark Bars,02/09/2023,3629.25,499
,,Andria Kimpton,USA   ,Eclairs,06/19/2023,1899,5
,,Husein Augar,New Zealand,Caramel Stuffed Bars,08/31/2023,3105,13
,,Dennison Crosswaite,New Zealand  ,After Nines,02/13/2023,3951,252
,,Roddy Speechley,Australia ,Organic Choco Syrup,04/06/2023,21465,134
,,Wilone O'Kielt,India ,Spicy Special Slims,07/18/2023,1728,107
,,Kaine Padly,UK  ,Drinking Coco,07/27/2023,5060.25,67
,,Jan Morforth,USA   ,Peanut Butter Cubes,10/31/2023,10435.5,217
,,Ches Bonnell,UK,85% Dark Bars,12/08/2023,6842.25,591
,,Andria Kimpton,Canada  ,Baker's Choco Chips,01/18/2024,4473,285
,,Gigi Bohling,Australia ,70% Dark Bites,07/13/2023,9765,26
,,Mallorie Waber,Australia,Milk Bars,07/21/2023,1343.25,454
,,Madelene Upcott,India,70% Dark Bites,01/02/2024,5532.75,499
,,Oby Sorrel,USA,Raspberry Choco,12/13/2023,2470.5,245
,,Dennison Crosswaite,UK,Milk Bars,12/26/2023,2684.25,132
,,Karlen McCaffrey,UK,Manuka Honey Choco,10/09/2023,2648.25,292
,,Gunar Cockshoot,India ,Orange Choco,03/17/2023,6302.25,82
,,Oby Sorrel,Australia ,Almond Choco,05/04/2023,3406.5,202
,,Beverie Moffet,UK,85% Dark Bars,07/13/2023,4497.75,29
,,Van Tuxwell,Australia,Smooth Silky Salty,07/26/2023,4837.5,126
,,Husein Augar,USA ,Organic Choco Syrup,02/01/2023,11184.75,742
,,Rafaelita Blaksland,Canada   ,Mint Chip Choco,08/10/2023,789.75,269
,,Beverie Moffet,USA ,Caramel Stuffed Bars,01/31/2024,15108.75,1015
,,Andria Kimpton,India   ,After Nines,07/26/2023,6862.5,378
,,Dennison Crosswaite,India   ,50% Dark Bites,05/08/2023,5787,1174
,,Ches Bonnell,New Zealand ,Caramel Stuffed Bars,08/21/2023,6779.25,751
,,Brien Boise,Australia ,Choco Coated Almonds,08/03/2023,9189,203
,,Gigi Bohling,Canada  ,Peanut Butter Cubes,02/22/2024,9483.75,651
,,Barr Faughny,UK,70% Dark Bites,10/13/2023,4641.75,228
,,Camilla Castle,USA,99% Dark & Pure,05/24/2023,9391.5,298
,,Andria Kimpton,Canada   ,Drinking Coco,04/19/2023,5006.25,30
,,Mallorie Waber,India,Drinking Coco,08/04/2023,4576.5,471
,,Barr Faughny,Canada   ,Baker's Choco Chips,01/29/2024,7296.75,417
,,Gunar Cockshoot,New Zealand,Spicy Special Slims,12/04/2023,5377.5,126
,,Marney O'Breen,Canada  ,70% Dark Bites,01/23/2024,886.5,47
